nct_id,start_year,disease_area,phase,status,intervention_type,lead_sponsor,enrollment,duration_months,ai_designed,multinational,has_biomarker
NCT2013001265,2023,Oncology,Phase 2,Unknown,Procedure,AstraZeneca,113,7,False,False,True
NCT2013001266,2018,Immunology/Autoimmune,Phase 2,Recruiting,Biological,Biotech Startup,111,18,False,False,True
NCT2013001267,2022,Oncology,Phase 1,Completed,Procedure,Regional Hospital,43,53,False,False,False
NCT2013001268,2024,Neurology,Phase 3,Recruiting,Biological,Roche,186,18,False,True,True
NCT2013001269,2014,Respiratory,Phase 2,Recruiting,Biological,AbbVie,17,41,True,False,False
NCT2013001270,2017,Cardiovascular,Phase 1,Recruiting,Other,AstraZeneca,50,18,True,False,False
NCT2013001271,2013,Diabetes/Metabolic,Phase 2,Completed,Drug,GSK,217,20,False,False,False
NCT2013001272,2019,Respiratory,Phase 4,"Active, not recruiting",Biological,Novartis,34,57,False,False,True
NCT2013001273,2013,Immunology/Autoimmune,Phase 2,Completed,Drug,Sanofi,42,27,False,False,False
NCT2013001274,2016,Immunology/Autoimmune,N/A,"Active, not recruiting",Other,Merck,25,25,False,False,True
NCT2013001275,2021,Cardiovascular,Phase 2,Completed,Biological,Bristol-Myers Squibb,24,7,True,True,True
NCT2013001276,2013,Diabetes/Metabolic,Phase 2,"Active, not recruiting",Behavioral,GSK,91,11,False,False,False
NCT2013001277,2016,Respiratory,Phase 3,Completed,Drug,Johnson & Johnson,84,9,False,True,False
NCT2013001278,2018,Other,Phase 3,Recruiting,Drug,Academic Medical Center,254,36,False,False,True
NCT2013001279,2018,Diabetes/Metabolic,Phase 2,Recruiting,Behavioral,Merck,90,35,False,True,False
NCT2013001280,2024,Cardiovascular,Phase 3,Completed,Drug,AstraZeneca,438,17,False,False,False
NCT2013001281,2020,Mental Health,Phase 3,"Active, not recruiting",Drug,Academic Medical Center,320,20,False,False,False
NCT2013001282,2013,Oncology,Phase 2,Unknown,Procedure,Gilead,80,32,False,True,False
NCT2013001283,2019,Oncology,Phase 1,Completed,Drug,Roche,34,13,False,True,True
NCT2013001284,2013,Neurology,Phase 3,Completed,Drug,Merck,341,39,False,False,False
NCT2013001285,2019,Cardiovascular,Phase 2,"Active, not recruiting",Drug,AbbVie,109,16,False,False,False
NCT2013001286,2015,Neurology,Phase 2,Completed,Drug,Roche,102,19,False,False,True
NCT2013001287,2023,Respiratory,Phase 1,Recruiting,Drug,Roche,25,33,False,True,False
NCT2013001288,2020,Cardiovascular,Phase 1,Recruiting,Drug,NIH,11,6,False,False,False
NCT2013001289,2015,Cardiovascular,Phase 4,Recruiting,Device,Regional Hospital,213,35,False,False,False
NCT2013001290,2013,Infectious Disease,Phase 2,Withdrawn,Drug,Johnson & Johnson,47,8,False,True,False
NCT2013001291,2020,Respiratory,Phase 2,Completed,Drug,Biotech Startup,141,12,False,False,False
NCT2013001292,2015,Immunology/Autoimmune,Phase 3,Unknown,Biological,Johnson & Johnson,714,35,False,False,False
NCT2013001293,2014,Oncology,Phase 1,Recruiting,Device,Boehringer Ingelheim,35,17,False,True,True
NCT2013001294,2013,Oncology,Phase 1,Completed,Drug,Biotech Startup,36,83,False,False,False
NCT2013001295,2015,Diabetes/Metabolic,Phase 2,Completed,Behavioral,Novartis,47,27,False,True,False
NCT2013001296,2014,Cardiovascular,Phase 2,"Active, not recruiting",Other,Pfizer,79,59,False,False,False
NCT2013001297,2014,Cardiovascular,Phase 2,Recruiting,Drug,AstraZeneca,193,19,False,False,False
NCT2013001298,2018,Neurology,Phase 1,Unknown,Device,Novartis,9,13,False,False,False
NCT2013001299,2024,Neurology,Phase 1,Completed,Drug,Novartis,16,29,False,True,False
NCT2013001300,2013,Mental Health,Phase 1,Unknown,Drug,Amgen,18,23,False,False,False
NCT2013001301,2014,Cardiovascular,Phase 1,"Active, not recruiting",Drug,Eli Lilly,23,17,False,True,True
NCT2013001302,2018,Cardiovascular,Phase 3,Completed,Biological,GSK,500,12,False,False,False
NCT2013001303,2015,Oncology,Phase 2,Recruiting,Drug,AstraZeneca,343,28,False,False,False
NCT2013001304,2016,Oncology,Phase 1,Terminated,Device,Biotech Startup,93,8,True,True,False
NCT2013001305,2013,Oncology,Phase 3,Recruiting,Biological,AstraZeneca,1226,53,False,False,False
NCT2013001306,2020,Other,Phase 4,Unknown,Drug,University Hospital,42,13,True,True,True
NCT2013001307,2019,Other,Phase 1,"Active, not recruiting",Drug,Gilead,46,30,False,False,False
NCT2013001308,2019,Immunology/Autoimmune,N/A,Withdrawn,Drug,Bayer,209,14,False,True,False
NCT2013001309,2015,Neurology,Phase 1,Recruiting,Drug,Merck,22,7,False,True,True
NCT2013001310,2022,Oncology,Phase 2,"Active, not recruiting",Drug,Biotech Startup,61,25,False,True,True
NCT2013001311,2022,Neurology,Phase 2,Completed,Biological,Sanofi,129,14,False,True,False
NCT2013001312,2015,Oncology,N/A,Completed,Drug,Academic Medical Center,122,16,False,True,False
NCT2013001313,2014,Oncology,Phase 3,Recruiting,Drug,NIH,47,31,False,True,True
NCT2013001314,2024,Oncology,Phase 4,Recruiting,Biological,Regional Hospital,465,21,True,True,True
NCT2013001315,2013,Rare Disease,Phase 4,Completed,Biological,Biotech Startup,415,15,False,True,False
NCT2013001316,2019,Oncology,Phase 2,Withdrawn,Biological,GSK,29,54,False,True,True
NCT2013001317,2019,Oncology,Phase 3,Completed,Drug,AstraZeneca,768,14,False,False,False
NCT2013001318,2024,Infectious Disease,Phase 3,"Active, not recruiting",Behavioral,Boehringer Ingelheim,600,15,False,False,True
NCT2013001319,2014,Oncology,Phase 1,Completed,Biological,Eli Lilly,14,26,False,False,False
NCT2013001320,2019,Mental Health,Phase 2,Unknown,Behavioral,Biotech Startup,36,39,False,False,False
NCT2013001321,2020,Other,Phase 3,Completed,Behavioral,Gilead,523,26,False,True,False
NCT2013001322,2013,Cardiovascular,Phase 4,Withdrawn,Drug,Johnson & Johnson,261,10,False,False,True
NCT2013001323,2021,Oncology,Phase 2,Completed,Behavioral,Pfizer,49,25,False,False,False
NCT2013001324,2019,Infectious Disease,Phase 3,"Active, not recruiting",Drug,Biotech Startup,332,23,False,True,False
NCT2013001325,2015,Immunology/Autoimmune,Phase 2,Completed,Drug,GSK,106,51,False,False,True
NCT2013001326,2020,Infectious Disease,Phase 1,Completed,Biological,Pfizer,26,35,False,False,False
NCT2013001327,2019,Rare Disease,Phase 2,Recruiting,Drug,Biotech Startup,129,40,True,True,True
NCT2013001328,2023,Cardiovascular,Phase 3,Completed,Biological,Gilead,368,19,False,True,False
NCT2013001329,2020,Oncology,Phase 3,Unknown,Drug,Pfizer,765,26,False,False,False
NCT2013001330,2018,Rare Disease,Phase 1,Completed,Behavioral,Merck,28,8,False,False,False
NCT2013001331,2021,Diabetes/Metabolic,Phase 2,"Active, not recruiting",Drug,Academic Medical Center,99,40,False,False,True
NCT2013001332,2017,Cardiovascular,Phase 3,"Active, not recruiting",Biological,Regional Hospital,184,11,False,False,False
NCT2013001333,2015,Cardiovascular,Phase 1,Completed,Biological,Johnson & Johnson,25,5,False,False,False
NCT2013001334,2015,Other,Phase 2,Recruiting,Device,Sanofi,157,9,False,False,True
NCT2013001335,2013,Infectious Disease,Phase 3,Recruiting,Drug,GSK,420,10,False,False,True
NCT2013001336,2024,Neurology,Phase 2,Terminated,Drug,Gilead,33,20,False,True,False
NCT2013001337,2020,Infectious Disease,Phase 2,Unknown,Biological,AbbVie,163,15,False,True,False
NCT2013001338,2014,Oncology,Phase 2,"Active, not recruiting",Biological,Biotech Startup,90,13,False,False,True
NCT2013001339,2015,Immunology/Autoimmune,Phase 2,Terminated,Drug,Bristol-Myers Squibb,176,32,False,False,True
NCT2013001340,2020,Respiratory,Phase 2,Recruiting,Drug,Novartis,27,9,False,False,False
NCT2013001341,2020,Immunology/Autoimmune,Phase 2,Terminated,Drug,GSK,102,25,False,True,False
NCT2013001342,2023,Oncology,Phase 4,Completed,Drug,GSK,113,48,False,True,False
NCT2013001343,2016,Oncology,Phase 2,Terminated,Device,Bayer,97,36,False,True,False
NCT2013001344,2016,Rare Disease,Phase 4,Completed,Biological,Bayer,115,16,False,False,True
NCT2013001345,2017,Diabetes/Metabolic,Phase 1,"Active, not recruiting",Drug,Pfizer,55,30,False,False,True
NCT2013001346,2018,Respiratory,Phase 1,Unknown,Procedure,Biotech Startup,29,15,False,False,True
NCT2013001347,2017,Oncology,Phase 3,Recruiting,Drug,AstraZeneca,231,13,False,False,False
NCT2013001348,2019,Infectious Disease,Phase 4,Recruiting,Biological,NIH,92,16,False,False,True
NCT2013001349,2014,Cardiovascular,Phase 1,Completed,Drug,Roche,18,21,True,False,False
NCT2013001350,2019,Cardiovascular,Phase 3,Completed,Behavioral,AbbVie,215,23,False,True,False
NCT2013001351,2022,Oncology,Phase 2,Terminated,Biological,Gilead,57,30,False,False,False
NCT2013001352,2019,Cardiovascular,Phase 1,Recruiting,Device,Biotech Startup,56,16,False,False,False
NCT2013001353,2013,Cardiovascular,Phase 3,"Active, not recruiting",Behavioral,Biotech Startup,324,47,False,False,False
NCT2013001354,2019,Oncology,N/A,Recruiting,Drug,Academic Medical Center,61,46,False,False,False
NCT2013001355,2017,Mental Health,Phase 4,Terminated,Behavioral,AstraZeneca,55,13,False,True,True
NCT2013001356,2015,Oncology,Phase 3,Recruiting,Other,Johnson & Johnson,765,12,False,True,True
NCT2013001357,2015,Immunology/Autoimmune,Phase 2,Recruiting,Drug,Amgen,256,12,False,False,False
NCT2013001358,2016,Infectious Disease,Phase 1,Unknown,Drug,Academic Medical Center,23,32,True,True,False
NCT2013001359,2024,Rare Disease,Phase 3,Completed,Biological,Bayer,316,16,True,True,False
NCT2013001360,2014,Neurology,Phase 4,Completed,Drug,Sanofi,352,41,True,True,False
NCT2013001361,2014,Infectious Disease,Phase 2,Completed,Other,Novartis,96,15,False,True,False
NCT2013001362,2013,Diabetes/Metabolic,Phase 1,Recruiting,Drug,University Hospital,21,38,False,False,True
NCT2013001363,2017,Oncology,Phase 2,Terminated,Device,Biotech Startup,54,42,False,False,True
NCT2013001364,2016,Neurology,Phase 1,Recruiting,Device,Biotech Startup,20,36,False,False,False
NCT2013001365,2023,Immunology/Autoimmune,Phase 3,Completed,Drug,Biotech Startup,387,15,False,False,True
NCT2013001366,2022,Oncology,Phase 1,Completed,Drug,Amgen,43,8,False,False,True
NCT2013001367,2014,Rare Disease,Phase 2,Withdrawn,Biological,Biotech Startup,79,17,False,True,False
NCT2013001368,2015,Cardiovascular,Phase 1,"Active, not recruiting",Drug,Merck,16,30,False,True,False
NCT2013001369,2019,Immunology/Autoimmune,Phase 3,Completed,Drug,Eli Lilly,131,18,False,True,True
NCT2013001370,2019,Neurology,Phase 2,Recruiting,Drug,Roche,128,8,False,False,True
NCT2013001371,2024,Diabetes/Metabolic,Phase 1,Completed,Biological,AbbVie,35,15,False,True,True
NCT2013001372,2016,Infectious Disease,Phase 1,Completed,Drug,Merck,39,24,False,True,True
NCT2013001373,2017,Oncology,Phase 3,Terminated,Biological,Biotech Startup,285,8,False,False,False
NCT2013001374,2017,Cardiovascular,Phase 2,Completed,Biological,AbbVie,78,25,False,True,False
NCT2013001375,2018,Rare Disease,Phase 1,Completed,Drug,Regional Hospital,18,25,False,True,False
NCT2013001376,2021,Oncology,Phase 1,Recruiting,Drug,NIH,33,22,False,False,True
NCT2013001377,2014,Neurology,Phase 2,Recruiting,Procedure,AstraZeneca,96,17,True,True,True
NCT2013001378,2017,Oncology,Phase 1,Terminated,Drug,Gilead,10,20,False,False,False
NCT2013001379,2024,Infectious Disease,Phase 1,Completed,Drug,Gilead,66,20,False,True,True
NCT2013001380,2015,Oncology,Phase 2,Completed,Drug,Biotech Startup,52,12,False,True,True
NCT2013001381,2016,Oncology,N/A,Terminated,Drug,Merck,317,28,False,False,False
NCT2013001382,2022,Rare Disease,Phase 4,Completed,Behavioral,Bristol-Myers Squibb,114,19,False,True,True
NCT2013001383,2018,Oncology,Phase 4,Completed,Drug,Merck,138,16,False,False,True
NCT2013001384,2024,Infectious Disease,Phase 2,Completed,Biological,GSK,66,14,False,False,True
NCT2013001385,2020,Immunology/Autoimmune,Phase 2,Terminated,Drug,Bayer,48,16,True,False,False
NCT2013001386,2013,Cardiovascular,Phase 2,Recruiting,Drug,Eli Lilly,164,10,False,False,True
NCT2013001387,2022,Immunology/Autoimmune,N/A,Recruiting,Behavioral,AstraZeneca,998,21,False,False,False
NCT2013001388,2020,Cardiovascular,Phase 4,Withdrawn,Drug,AbbVie,218,59,False,False,True
NCT2013001389,2023,Oncology,N/A,Recruiting,Device,AbbVie,293,21,False,True,True
NCT2013001390,2019,Oncology,Phase 2,Recruiting,Drug,Pfizer,81,9,False,False,False
NCT2013001391,2013,Respiratory,Phase 1,Withdrawn,Other,GSK,39,20,False,True,False
NCT2013001392,2014,Respiratory,Phase 3,Completed,Behavioral,GSK,1843,20,False,False,True
NCT2013001393,2015,Respiratory,Phase 3,Recruiting,Drug,Roche,71,31,False,True,False
NCT2013001394,2013,Oncology,Phase 2,Recruiting,Device,University Hospital,141,22,False,False,False
NCT2013001395,2021,Other,Phase 3,Recruiting,Drug,Eli Lilly,231,37,True,True,True
NCT2013001396,2020,Oncology,Phase 1,Completed,Drug,Merck,24,22,False,False,False
NCT2013001397,2014,Oncology,Phase 4,Terminated,Drug,Boehringer Ingelheim,85,13,False,True,False
NCT2013001398,2021,Rare Disease,Phase 3,"Active, not recruiting",Other,Merck,494,36,False,False,True
NCT2013001399,2019,Cardiovascular,Phase 4,Recruiting,Behavioral,Amgen,147,24,True,False,True
NCT2013001400,2021,Respiratory,Phase 3,Completed,Drug,Eli Lilly,309,7,False,True,False
NCT2013001401,2018,Oncology,Phase 3,Terminated,Biological,Johnson & Johnson,144,12,False,False,False
NCT2013001402,2018,Neurology,Phase 4,"Active, not recruiting",Procedure,Biotech Startup,320,17,True,True,False
NCT2013001403,2023,Oncology,Phase 2,Recruiting,Drug,Biotech Startup,127,21,False,False,True
NCT2013001404,2016,Rare Disease,Phase 3,Withdrawn,Biological,Boehringer Ingelheim,180,39,False,False,False
NCT2013001405,2022,Oncology,Phase 2,Recruiting,Biological,Amgen,86,19,False,False,False
NCT2013001406,2022,Infectious Disease,Phase 2,Completed,Biological,Regional Hospital,88,22,False,False,True
NCT2013001407,2014,Oncology,Phase 2,Terminated,Procedure,Sanofi,402,8,False,True,False
NCT2013001408,2019,Infectious Disease,Phase 2,Recruiting,Drug,Biotech Startup,108,27,False,False,False
NCT2013001409,2017,Respiratory,Phase 3,Terminated,Device,Johnson & Johnson,457,15,False,False,True
NCT2013001410,2023,Cardiovascular,N/A,Withdrawn,Drug,GSK,406,11,False,True,False
NCT2013001411,2018,Cardiovascular,Phase 1,Completed,Drug,Pfizer,41,23,False,True,False
NCT2013001412,2014,Oncology,Phase 1,"Active, not recruiting",Drug,AbbVie,27,23,False,True,False
NCT2013001413,2017,Infectious Disease,Phase 2,Completed,Drug,Bayer,90,47,False,False,False
NCT2013001414,2022,Cardiovascular,Phase 3,Completed,Drug,Novartis,363,16,False,False,True
NCT2013001415,2016,Respiratory,Phase 1,Unknown,Biological,AstraZeneca,24,47,False,False,False
NCT2013001416,2021,Diabetes/Metabolic,Phase 3,Unknown,Biological,NIH,164,9,False,True,False
NCT2013001417,2018,Respiratory,Phase 1,Terminated,Drug,AstraZeneca,14,31,False,False,False
NCT2013001418,2014,Immunology/Autoimmune,Phase 1,Completed,Drug,Johnson & Johnson,45,15,False,False,False
NCT2013001419,2013,Cardiovascular,Phase 2,"Active, not recruiting",Biological,Merck,34,43,False,False,True
NCT2013001420,2017,Neurology,Phase 2,Recruiting,Device,Johnson & Johnson,54,14,False,False,False
NCT2013001421,2021,Oncology,N/A,Completed,Drug,AbbVie,189,21,False,True,False
NCT2013001422,2018,Other,Phase 3,Completed,Drug,Bayer,475,27,False,True,False
NCT2013001423,2022,Neurology,Phase 3,Completed,Drug,Boehringer Ingelheim,216,37,True,True,False
NCT2013001424,2024,Other,Phase 1,Completed,Biological,Bristol-Myers Squibb,33,26,False,False,True
NCT2013001425,2019,Cardiovascular,Phase 4,"Active, not recruiting",Drug,Sanofi,137,19,True,False,False
NCT2013001426,2017,Oncology,Phase 2,Completed,Drug,Bayer,50,18,False,True,False
NCT2013001427,2022,Oncology,Phase 2,Completed,Biological,Bristol-Myers Squibb,191,20,True,True,True
NCT2013001428,2018,Neurology,Phase 2,Recruiting,Other,Pfizer,71,10,False,False,False
NCT2013001429,2017,Rare Disease,Phase 2,Completed,Drug,GSK,185,18,False,True,False
NCT2013001430,2023,Cardiovascular,Phase 3,Withdrawn,Biological,AbbVie,527,41,False,False,True
NCT2013001431,2021,Diabetes/Metabolic,Phase 1,Completed,Biological,Sanofi,36,50,False,True,False
NCT2013001432,2018,Diabetes/Metabolic,Phase 3,"Active, not recruiting",Device,Gilead,199,11,False,False,True
NCT2013001433,2023,Mental Health,Phase 1,Terminated,Behavioral,Biotech Startup,23,23,False,False,True
NCT2013001434,2020,Diabetes/Metabolic,Phase 1,Completed,Behavioral,AstraZeneca,20,30,False,True,True
NCT2013001435,2014,Oncology,Phase 2,Completed,Biological,Merck,130,13,False,False,True
NCT2013001436,2024,Infectious Disease,Phase 1,Completed,Device,Pfizer,20,8,False,False,False
NCT2013001437,2021,Cardiovascular,N/A,Completed,Drug,Eli Lilly,205,20,False,True,False
NCT2013001438,2017,Rare Disease,Phase 2,Completed,Device,Amgen,69,14,False,True,True
NCT2013001439,2019,Oncology,Phase 2,Unknown,Drug,Amgen,39,14,False,False,False
NCT2013001440,2022,Oncology,Phase 2,Completed,Device,Academic Medical Center,103,24,False,False,False
NCT2013001441,2013,Mental Health,Phase 2,Terminated,Biological,Bristol-Myers Squibb,55,23,False,False,False
NCT2013001442,2022,Immunology/Autoimmune,Phase 3,Completed,Drug,University Hospital,1307,9,False,False,False
NCT2013001443,2017,Oncology,N/A,Completed,Drug,AstraZeneca,146,14,False,False,True
NCT2013001444,2024,Infectious Disease,Phase 3,Completed,Device,AbbVie,1179,21,False,False,False
NCT2013001445,2022,Oncology,Phase 2,Unknown,Device,Roche,43,11,False,False,False
NCT2013001446,2014,Infectious Disease,Phase 1,"Active, not recruiting",Behavioral,Eli Lilly,104,20,False,True,True
NCT2013001447,2024,Respiratory,Phase 1,"Active, not recruiting",Drug,Gilead,14,9,True,True,False
NCT2013001448,2018,Diabetes/Metabolic,Phase 3,"Active, not recruiting",Other,Johnson & Johnson,272,40,False,False,False
NCT2013001449,2023,Neurology,Phase 1,Completed,Drug,Boehringer Ingelheim,9,23,False,True,True
NCT2013001450,2013,Immunology/Autoimmune,Phase 1,Recruiting,Procedure,GSK,35,26,False,False,False
NCT2013001451,2015,Infectious Disease,Phase 2,Recruiting,Drug,Eli Lilly,55,16,False,False,True
NCT2013001452,2017,Cardiovascular,Phase 2,Terminated,Drug,GSK,126,34,False,False,True
NCT2013001453,2016,Mental Health,Phase 1,Unknown,Drug,Boehringer Ingelheim,31,17,True,True,True
NCT2013001454,2015,Oncology,Phase 3,"Active, not recruiting",Procedure,AbbVie,149,27,False,False,True
NCT2013001455,2022,Neurology,N/A,"Active, not recruiting",Drug,Pfizer,283,40,False,False,False
NCT2013001456,2017,Oncology,Phase 1,Completed,Biological,Bayer,27,26,False,False,True
NCT2013001457,2023,Diabetes/Metabolic,Phase 3,"Active, not recruiting",Drug,Gilead,605,15,True,False,True
NCT2013001458,2020,Oncology,Phase 1,Unknown,Other,Amgen,85,25,False,False,True
NCT2013001459,2023,Oncology,Phase 2,Completed,Drug,Bristol-Myers Squibb,81,22,False,False,False
NCT2013001460,2016,Oncology,Phase 3,Completed,Biological,Regional Hospital,2870,33,False,False,False
NCT2013001461,2013,Rare Disease,Phase 3,Terminated,Procedure,Johnson & Johnson,1134,84,False,False,True
NCT2013001462,2023,Infectious Disease,Phase 3,Completed,Drug,Gilead,596,15,False,False,False
NCT2013001463,2019,Rare Disease,Phase 2,Completed,Biological,NIH,54,20,False,False,True
NCT2013001464,2020,Rare Disease,Phase 3,"Active, not recruiting",Device,Bayer,988,22,False,False,False
NCT2013001465,2015,Neurology,Phase 2,Completed,Drug,GSK,46,9,False,False,False
NCT2013001466,2018,Oncology,Phase 4,Withdrawn,Device,Bristol-Myers Squibb,164,26,False,True,True
